id,idSportinglife,date,hour,time,name,classe,amountRunners,prizes,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,createdAt,updatedAt
217,183739,2020-01-11,21:16,1578788160000,"Perry Barr",A2,5,"1st £101, Others £37  Race Total £249  ","Affirmed (2/1), Nowhere Boys (6/4), Easy Cowboy (3/1), Lambstown Lagoon (5/1), Express Bid (3/1)",3,2.5,4,6,4,NULL,NULL,NULL,2/1,6/4,3/1,5/1,3/1,NULL,NULL,NULL,4,2,3,5,6,NULL,NULL,NULL,"2020-01-13 11:19:04","2020-01-13 11:19:04"
218,183738,2020-01-11,21:00,1578787200000,"Perry Barr",A5,6,"1st £71, Others £33  Race Total £236  ","Lets Dance Betty (9/4), Catunda Libby (7/2), Droopys Kiwi (6/4), Autumn Dapper (9/4), Baggios Gem (3/1), Sawpit Sabbath (N/A)",3.25,4.5,2.5,3.25,4,0,NULL,NULL,9/4,7/2,6/4,9/4,3/1,NULL,NULL,NULL,5,3,1,4,2,0,NULL,NULL,"2020-01-13 11:19:04","2020-01-13 11:19:04"
219,183737,2020-01-11,20:44,1578786240000,"Perry Barr",A5,6,"1st £71, Others £33  Race Total £236  ","Baggios Sky (7/2), Daryanoor Emily (4/1), Followthe Bludog (9/4), Fifis Boy (7/2), Ardera Shiraz (2/1), Treaty Bride (4/1)",4.5,5,3.25,4.5,3,5,NULL,NULL,7/2,4/1,9/4,7/2,2/1,4/1,NULL,NULL,2,1,3,4,6,5,NULL,NULL,"2020-01-13 11:19:05","2020-01-13 11:19:05"
220,183736,2020-01-11,20:28,1578785280000,"Perry Barr",A3,6,"1st £78, Others £34  Race Total £248  ","Drumcrow Tango (5/4), Never In Doubt (3/1), Clonleigh Tori (4/1), Ballymac Kiora (3/1), Lissan Kels (3/1), Carrigoon Joy (N/A)",2.25,4,5,4,4,0,NULL,NULL,5/4,3/1,4/1,3/1,3/1,NULL,NULL,NULL,1,5,4,2,6,0,NULL,NULL,"2020-01-13 11:19:05","2020-01-13 11:19:05"
221,183735,2020-01-11,20:12,1578784320000,"Perry Barr",A2,6,"1st £101, Others £37  Race Total £286  ","Dot Every I (9/4), Tell Us More (7/2), Lissan Junior (5/1), Kenyan Rose (5/1), Meenagh Dara (5/2), Dungarvan Hobo (3/1)",3.25,4.5,6,6,3.5,4,NULL,NULL,9/4,7/2,5/1,5/1,5/2,3/1,NULL,NULL,2,6,4,1,3,5,NULL,NULL,"2020-01-13 11:19:06","2020-01-13 11:19:06"
222,183734,2020-01-11,19:56,1578783360000,"Perry Barr",A6,6,"1st £69, Others £33  Race Total £234  ","Autumn Pam (2/1), Longacres Swan (7/4), Leathems Act (5/1), Killala Honey (3/1), Leahs Phantom (7/2), Slaneyside Cohen (5/1)",3,2.75,6,4,4.5,6,NULL,NULL,2/1,7/4,5/1,3/1,7/2,5/1,NULL,NULL,3,4,2,6,5,1,NULL,NULL,"2020-01-13 11:19:06","2020-01-13 11:19:06"
223,183733,2020-01-11,19:40,1578782400000,"Perry Barr",A8,6,"1st £65, Others £33  Race Total £230  ","Clonleigh Claire (9/4), Affane Hero (5/1), Spirit Upperdeck (9/4), Affane Wispa (3/1), Farran Treaty (4/1), Rafas Wee Frisky (6/1)",3.25,6,3.25,4,5,7,NULL,NULL,9/4,5/1,9/4,3/1,4/1,6/1,NULL,NULL,4,1,5,6,3,2,NULL,NULL,"2020-01-13 11:19:07","2020-01-13 11:19:07"
224,183581,2020-01-11,21:26,1578788760000,Hove,D4,6,"1st £110, Others £40  Race Total £310  ","Teddys Oscar (4/6), Insane Monty (4/1), Retweet Katie (12/1), Seasons Sparky (5/1), Chantilly Lass (7/1), Farloe Flash (12/1)",1.67,5,13,6,8,13,NULL,NULL,4/6,4/1,12/1,5/1,7/1,12/1,NULL,NULL,6,2,5,1,4,3,NULL,NULL,"2020-01-13 11:19:07","2020-01-13 11:19:07"
225,183578,2020-01-11,20:38,1578785880000,Hove,A10,6,"1st £110, Others £45  Race Total £335  ","Waikiki Suzy (5/2), Bolgers Molly (4/1), Final Ella (5/1), Lully Girl (6/1), Harmonic Wave (3/1), Russmur Maeve (3/1)",3.5,5,6,7,4,4,NULL,NULL,5/2,4/1,5/1,6/1,3/1,3/1,NULL,NULL,2,1,4,5,6,3,NULL,NULL,"2020-01-13 11:19:08","2020-01-13 11:19:08"
226,183572,2020-01-11,19:03,1578780180000,Hove,A5,6,"1st £135, Others £45  Race Total £360  ","Hakuna Matata (3/1), Chanceme Chipi (2/1), Rahulk Lad (7/1), Bazinga Bruno (7/2), Centre Fold (6/1), Bluestar Flyer (3/1)",4,3,8,4.5,7,4,NULL,NULL,3/1,2/1,7/1,7/2,6/1,3/1,NULL,NULL,5,4,6,2,1,3,NULL,NULL,"2020-01-13 11:19:08","2020-01-13 11:19:08"
227,183579,2020-01-11,20:53,1578786780000,Hove,A3,6,"1st £150, Others £45  Race Total £375  ","Lisneal Cute (2/1), Headway Turbo (5/1), Crossfield Earl (3/1), Offyougo (9/4), Madabout Jet (8/1), Ballynabee Lucky (10/1)",3,6,4,3.25,9,11,NULL,NULL,2/1,5/1,3/1,9/4,8/1,10/1,NULL,NULL,1,3,4,6,5,2,NULL,NULL,"2020-01-13 11:19:08","2020-01-13 11:19:08"
228,183577,2020-01-11,20:21,1578784860000,Hove,D3,6,"1st £120, Others £40  Race Total £320  ","Sids Little Boy (7/2), Breska Lifestyle (5/2), Amazing Coco (10/1), Swift Regal (3/1), Sharp Boris (5/1), Mineola Arnold (5/2)",4.5,3.5,11,4,6,3.5,NULL,NULL,7/2,5/2,10/1,3/1,5/1,5/2,NULL,NULL,3,1,5,6,4,2,NULL,NULL,"2020-01-13 11:19:09","2020-01-13 11:19:09"
229,183570,2020-01-11,18:27,1578778020000,Hove,A2,6,"1st £160, Others £45  Race Total £385  ","Cynthias Gift (3/1), Candolim Dream (7/2), Classic Tune (3/1), Knight Rider (3/1), Britania Alice (6/1), Drumcrow Lincoln (5/1)",4,4.5,4,4,7,6,NULL,NULL,3/1,7/2,3/1,3/1,6/1,5/1,NULL,NULL,1,2,3,5,4,6,NULL,NULL,"2020-01-13 11:19:09","2020-01-13 11:19:09"
230,183583,2020-01-11,22:02,1578790920000,Hove,A9,6,"1st £120, Others £45  Race Total £345","Sporting Aisling (20/1), Four Little Legs (9/4), Forge Lass (5/2), Disaster (12/1), Nextop Model (2/1), Be Seeing You (7/2)",21,3.25,3.5,13,3,4.5,NULL,NULL,20/1,9/4,5/2,12/1,2/1,7/2,NULL,NULL,6,1,4,5,3,2,NULL,NULL,"2020-01-13 11:19:10","2020-01-13 11:19:10"
231,183582,2020-01-11,21:43,1578789780000,Hove,A8,6,"1st £125, Others £45  Race Total £350  ","Mineola Messi (9/4), Yassoo Emmet (5/1), Insane Dream (4/1), Saucy Demi (7/2), Sparta Autumn (7/2), Julius Tallulah (3/1)",3.25,6,5,4.5,4.5,4,NULL,NULL,9/4,5/1,4/1,7/2,7/2,3/1,NULL,NULL,5,4,2,1,3,6,NULL,NULL,"2020-01-13 11:19:10","2020-01-13 11:19:10"
232,183580,2020-01-11,21:08,1578787680000,Hove,A4,6,"1st £135, Others £45  Race Total £360  ","Tuxedo Lilly (5/2), Get On Lucy (5/2), Fernandog Torres (9/2), Lisneal Curious (12/1), Enchanted Puma (7/2), Surprise Astra (3/1)",3.5,3.5,5.5,13,4.5,4,NULL,NULL,5/2,5/2,9/2,12/1,7/2,3/1,NULL,NULL,5,6,1,3,4,2,NULL,NULL,"2020-01-13 11:19:11","2020-01-13 11:19:11"
233,183576,2020-01-11,20:06,1578783960000,Hove,A1,6,"1st £200, Others £45  Race Total £425  ","Derryadd Recruit (5/2), Fosburys Jump (7/2), Oakfield Dancer (20/1), Anynewswithyou (5/1), Ardrahan Maybe (25/1), Britannia Will (4/5)",3.5,4.5,21,6,26,1.8,NULL,NULL,5/2,7/2,20/1,5/1,25/1,4/5,NULL,NULL,2,3,4,6,5,1,NULL,NULL,"2020-01-13 11:19:11","2020-01-13 11:19:11"
234,183575,2020-01-11,19:49,1578782940000,Hove,D2,6,"1st £130, Others £40  Race Total £330  ","Droopys Hornets (5/2), Punk Rock Poet (5/2), Indigo Sky (6/1), Annies Charlie (5/1), Waikiki Seat (7/2), Guinness Tyler (4/1)",3.5,3.5,7,6,4.5,5,NULL,NULL,5/2,5/2,6/1,5/1,7/2,4/1,NULL,NULL,2,5,3,4,6,1,NULL,NULL,"2020-01-13 11:19:11","2020-01-13 11:19:11"
235,183574,2020-01-11,19:33,1578781980000,Hove,A7,6,"1st £130, Others £45  Race Total £355  ","Spot The Fantasy (2/1), Dream To Night (5/2), Hello Trish (3/1), Southern Amiee (6/1), Kowloon Chrissie (5/1), Conor Pass Flyer (7/1)",3,3.5,4,7,6,8,NULL,NULL,2/1,5/2,3/1,6/1,5/1,7/1,NULL,NULL,5,2,4,3,6,1,NULL,NULL,"2020-01-13 11:19:12","2020-01-13 11:19:12"
236,183573,2020-01-11,19:17,1578781020000,Hove,A6,6,"1st £130, Others £45  Race Total £355  ","Dublin Mikey (6/1), Glowy Gee (5/2), Nil Satis Bally (3/1), Apparently (6/1), Barra Mutley (8/1), Itoje (7/4)",7,3.5,4,7,9,2.75,NULL,NULL,6/1,5/2,3/1,6/1,8/1,7/4,NULL,NULL,6,4,1,5,3,2,NULL,NULL,"2020-01-13 11:19:12","2020-01-13 11:19:12"
237,183571,2020-01-11,18:44,1578779040000,Hove,D4,6,"1st £110, Others £40  Race Total £310  ","Get On Cupid (9/4), Insane Bella (5/2), Button Eyes (5/1), Golden Maestro (3/1), Carraig Molly (6/1), Final Pal (6/1)",3.25,3.5,6,4,7,7,NULL,NULL,9/4,5/2,5/1,3/1,6/1,6/1,NULL,NULL,6,5,3,4,1,2,NULL,NULL,"2020-01-13 11:19:13","2020-01-13 11:19:13"
238,183677,2020-01-11,21:54,1578790440000,Sheffield,D3,6,"1st £80, Others £35  Race Total £255  ","Chosen Destiny (9/4), Easy Endeavour (4/1), Coney Ciroc (9/4), Allourtomorrows (6/1), Cunning Vic (7/1), Unique Hugo (3/1)",3.25,5,3.25,7,8,4,NULL,NULL,9/4,4/1,9/4,6/1,7/1,3/1,NULL,NULL,3,2,5,1,6,4,NULL,NULL,"2020-01-13 11:19:13","2020-01-13 11:19:13"
239,183671,2020-01-11,20:08,1578784080000,Sheffield,A7,6,"1st £90, Others £35  Race Total £265  ","Lindrick Loner (5/2), Peekaboo Barney (3/1), Oakvale Danny (8/1), Unique Queen (6/4), Hidden Ava (6/1), Troydale Ronnie (10/1)",3.5,4,9,2.5,7,11,NULL,NULL,5/2,3/1,8/1,6/4,6/1,10/1,NULL,NULL,2,1,5,4,3,6,NULL,NULL,"2020-01-13 11:19:14","2020-01-13 11:19:14"
240,183665,2020-01-11,18:22,1578777720000,Sheffield,A5,6,"1st £105, Others £35  Race Total £280  ","Mill Colley (5/1), Spice Age (6/4), Catrigg Clay (8/1), Piercestown Mask (6/1), Rathcoole Ella (4/1), Tromora Brae (3/1)",6,2.5,9,7,5,4,NULL,NULL,5/1,6/4,8/1,6/1,4/1,3/1,NULL,NULL,4,1,2,6,5,3,NULL,NULL,"2020-01-13 11:19:14","2020-01-13 11:19:14"
241,183666,2020-01-11,18:39,1578778740000,Sheffield,A6,6,"1st £95, Others £35  Race Total £270  ","Longrange Silver (3/1), Dixies Gem (6/1), Boris Jaxxon (4/1), Glenvale Bojo (4/1), Greenhill Honey (7/4), Sharpys Balina (6/1)",4,7,5,5,2.75,7,NULL,NULL,3/1,6/1,4/1,4/1,7/4,6/1,NULL,NULL,6,5,2,3,1,4,NULL,NULL,"2020-01-13 11:19:15","2020-01-13 11:19:15"
242,183667,2020-01-11,18:59,1578779940000,Sheffield,HP,6,"1st £110, Others £35  Race Total £285  ","Mankoya Spot (7/4), Ashgrove Misty (4/1), Heatherhil Heidi (6/1), Some News (3/1), Ups And Downs (5/2), Stunning Ivy (8/1)",2.75,5,7,4,3.5,9,NULL,NULL,7/4,4/1,6/1,3/1,5/2,8/1,NULL,NULL,3,4,1,5,6,2,NULL,NULL,"2020-01-13 11:19:15","2020-01-13 11:19:15"
243,183679,2020-01-11,22:30,1578792600000,Sheffield,A2,6,"1st £125, Others £45  Race Total £350  ","Droopys Gina (6/4), Ramor Express (5/1), Valais Recruit (8/1), Towstar Oreo (2/1), Harton Ross (4/1), Pennys Baby (N/A)",2.5,6,9,3,5,0,NULL,NULL,6/4,5/1,8/1,2/1,4/1,NULL,NULL,NULL,3,1,5,4,2,0,NULL,NULL,"2020-01-13 11:19:16","2020-01-13 11:19:16"
244,183678,2020-01-11,22:12,1578791520000,Sheffield,D2,7,"1st £85, Others £35  Race Total £260  ","Boxer Rocky (9/4), Drifting King (5/2), Yahoo Eddie (6/1), Cabriol Curtis (9/2), Ballygunner Alex (7/2), An La Fada (10/1), Darrens King (N/A)",3.25,3.5,7,5.5,4.5,11,0,NULL,9/4,5/2,6/1,9/2,7/2,10/1,NULL,NULL,1,6,5,3,4,2,0,NULL,"2020-01-13 11:19:16","2020-01-13 11:19:16"
245,183676,2020-01-11,21:36,1578789360000,Sheffield,A6,6,"1st £95, Others £35  Race Total £270  ","Oh Oh Nan (2/1), Strawberry Fizz (4/1), Gelbank Jet (3/1), Corrin Maura (10/1), Lemming Tara (10/1), Josies Sara (3/1)",3,5,4,11,11,4,NULL,NULL,2/1,4/1,3/1,10/1,10/1,3/1,NULL,NULL,6,2,3,1,5,4,NULL,NULL,"2020-01-13 11:19:17","2020-01-13 11:19:17"
246,183675,2020-01-11,21:18,1578788280000,Sheffield,D3,6,"1st £80, Others £35  Race Total £255  ","Marks Promise (7/2), Easy Cheesy (1/1), Peekaboo Shadow (5/2), Harton Luther (7/1), Zanzibar Jet (6/1), Lightfoot Capano (12/1)",4.5,2,3.5,8,7,13,NULL,NULL,7/2,1/1,5/2,7/1,6/1,12/1,NULL,NULL,4,1,6,3,5,2,NULL,NULL,"2020-01-13 11:19:17","2020-01-13 11:19:17"
247,183674,2020-01-11,21:01,1578787260000,Sheffield,A7,6,"1st £90, Others £35  Race Total £265  ","Varra Brae (6/1), Stuarts Legacy (6/1), Ellies Sapphire (6/4), Peekaboo Freddie (7/4), Highview Madam (10/1), Lindrick Betsy (6/1)",7,7,2.5,2.75,11,7,NULL,NULL,6/1,6/1,6/4,7/4,10/1,6/1,NULL,NULL,5,3,2,1,4,6,NULL,NULL,"2020-01-13 11:19:18","2020-01-13 11:19:18"
248,183673,2020-01-11,20:44,1578786240000,Sheffield,A5,6,"1st £105, Others £35  Race Total £280  ","Coyote Caviar (3/1), Go Slow No (7/2), Woodcocks Blue (6/1), Divas Lucky (11/4), Magical Murry (3/1), Keefill Orla (5/1)",4,4.5,7,3.75,4,6,NULL,NULL,3/1,7/2,6/1,11/4,3/1,5/1,NULL,NULL,3,6,1,2,4,5,NULL,NULL,"2020-01-13 11:19:18","2020-01-13 11:19:18"
249,183672,2020-01-11,20:24,1578785040000,Sheffield,D4,6,"1st £75, Others £35  Race Total £250  ","Heart And Soul (7/2), Newhouse Tint (11/4), Peekaboo Blaze (7/4), Full Of Money (3/1), Killeacle Jewel (10/1), Sullane Time (8/1)",4.5,3.75,2.75,4,11,9,NULL,NULL,7/2,11/4,7/4,3/1,10/1,8/1,NULL,NULL,6,3,2,5,4,1,NULL,NULL,"2020-01-13 11:19:19","2020-01-13 11:19:19"
250,183670,2020-01-11,19:51,1578783060000,Sheffield,A8,6,"1st £85, Others £35  Race Total £260  ","Camp Jen (6/4), Suirview Justin (8/1), Blackrock King (6/4), Bright Jodi (5/1), Skip It Jojo (12/1), Leagues Apart (4/1)",2.5,9,2.5,6,13,5,NULL,NULL,6/4,8/1,6/4,5/1,12/1,4/1,NULL,NULL,1,2,4,3,6,5,NULL,NULL,"2020-01-13 11:19:19","2020-01-13 11:19:19"
251,183669,2020-01-11,19:36,1578782160000,Sheffield,D4,7,"1st £75, Others £35  Race Total £250  ","Newhouse Star (8/1), Ivys Lucky Charm (2/1), Coyote Storm (6/4), Milliondollarlad (4/1), Skip It Forever (4/1), Kuwait (8/1), Gussy Goose (N/A)",9,3,2.5,5,5,9,0,NULL,8/1,2/1,6/4,4/1,4/1,8/1,NULL,NULL,5,2,4,1,6,3,0,NULL,"2020-01-13 11:19:19","2020-01-13 11:19:19"
252,183668,2020-01-11,19:19,1578781140000,Sheffield,A3,6,"1st £115, Others £35  Race Total £290  ","Hogans Girl (8/1), Coney Calyx (5/2), Liskey Lane (7/2), Townparks Puma (11/2), Hasskona Jetset (7/2), Fagans Dream (7/2)",9,3.5,4.5,6.5,4.5,4.5,NULL,NULL,8/1,5/2,7/2,11/2,7/2,7/2,NULL,NULL,6,2,1,4,3,5,NULL,NULL,"2020-01-13 11:19:20","2020-01-13 11:19:20"
253,183664,2020-01-11,18:07,1578776820000,Sheffield,A6,6,"1st £95, Others £35  Race Total £270  ","Rackethall Bale (6/4), Lightfoot Zoe (6/4), Tiwood Eve (5/1), Sharpys Regan (9/2), Woodcocks Ava (5/1), Deltic Rebecca (N/A)",2.5,2.5,6,5.5,6,0,NULL,NULL,6/4,6/4,5/1,9/2,5/1,NULL,NULL,NULL,2,1,5,6,3,0,NULL,NULL,"2020-01-13 11:19:20","2020-01-13 11:19:20"
254,183651,2020-01-11,18:18,1578777480000,Henlow,A3,5,"1st £150, Others £40  Race Total £310  ","Makeit Saymyname (9/4), Droopys Kirk (7/1), Westmead Zito (5/2), You Little Jimbo (6/4), Savana Claudia (6/1)",3.25,8,3.5,2.5,7,NULL,NULL,NULL,9/4,7/1,5/2,6/4,6/1,NULL,NULL,NULL,1,2,3,5,4,NULL,NULL,NULL,"2020-01-13 11:19:21","2020-01-13 11:19:21"
255,183643,2020-01-11,15:47,1578768420000,Henlow,A5,6,"1st £125, Others £40  Race Total £325  ","Cashinonzoe (6/1), Camp Sophie (9/4), Colston Enzo (2/1), Westmead Margo (9/2), Coolhill Azza (5/1), Ceroc Bim (6/1)",7,3.25,3,5.5,6,7,NULL,NULL,6/1,9/4,2/1,9/2,5/1,6/1,NULL,NULL,5,1,4,6,3,2,NULL,NULL,"2020-01-13 11:19:21","2020-01-13 11:19:21"
256,183641,2020-01-11,15:07,1578766020000,Henlow,S3,6,"1st £145, Others £40  Race Total £345  ","Fieldview Myles (11/8), Grafton Jon (11/4), Murlens Holly (8/1), Killala Pearl (6/1), Brilliant Design (3/1), Slippy Ned (12/1)",2.38,3.75,9,7,4,13,NULL,NULL,11/8,11/4,8/1,6/1,3/1,12/1,NULL,NULL,3,5,4,6,1,2,NULL,NULL,"2020-01-13 11:19:21","2020-01-13 11:19:21"
257,183650,2020-01-11,18:03,1578776580000,Henlow,A8,6,"1st £110, Others £40  Race Total £310  ","Tolpuddle Norm (2/1), Westmead Mo (2/1), Fieldview Kiki (7/2), Mo's Honour (12/1), Coolavanny Act (4/1), Savana Maud (10/1)",3,3,4.5,13,5,11,NULL,NULL,2/1,2/1,7/2,12/1,4/1,10/1,NULL,NULL,3,4,6,5,1,2,NULL,NULL,"2020-01-13 11:19:22","2020-01-13 11:19:22"
258,183649,2020-01-11,17:47,1578775620000,Henlow,A7,6,"1st £115, Others £40  Race Total £315  ","Coconut Bay (2/1), Westmead Ina (7/4), Tinksthepoacher (5/1), Fieldview Dolly (7/1), Bodell Cain (8/1), Shesagem (9/2)",3,2.75,6,8,9,5.5,NULL,NULL,2/1,7/4,5/1,7/1,8/1,9/2,NULL,NULL,3,4,5,1,2,6,NULL,NULL,"2020-01-13 11:19:22","2020-01-13 11:19:22"
259,183648,2020-01-11,17:28,1578774480000,Henlow,S1,6,"1st £200, Others £50  Race Total £450  ","Slippy Colm (3/1), Ballymac Zoro (7/4), Longacres Mikey (7/1), Felt Fixer (6/1), No Can Boogie (10/1), Ice Jubbly (9/4)",4,2.75,8,7,11,3.25,NULL,NULL,3/1,7/4,7/1,6/1,10/1,9/4,NULL,NULL,1,3,4,2,5,6,NULL,NULL,"2020-01-13 11:19:23","2020-01-13 11:19:23"
260,183647,2020-01-11,17:08,1578773280000,Henlow,D2,6,"1st £130, Others £40  Race Total £330  ","Lightfoot Rio (2/1), Pleasure Seeker (4/1), Wish The Day (4/1), James Jezabelle (8/1), Pinky Promise (8/1), Makeit My Dog (11/4)",3,5,5,9,9,3.75,NULL,NULL,2/1,4/1,4/1,8/1,8/1,11/4,NULL,NULL,4,3,5,6,1,2,NULL,NULL,"2020-01-13 11:19:23","2020-01-13 11:19:23"
261,183646,2020-01-11,16:48,1578772080000,Henlow,A4,7,"1st £130, Others £40  Race Total £330  ","Signature Finlay (13/8), Savana Bacardi (9/2), Savana Malibu (9/2), Hellroad Dixie (5/2), Droopys Essie (8/1), Savana Jimbo (6/1), Do It Legal (N/A)",2.63,5.5,5.5,3.5,9,7,0,NULL,13/8,9/2,9/2,5/2,8/1,6/1,NULL,NULL,1,6,3,5,2,4,0,NULL,"2020-01-13 11:19:24","2020-01-13 11:19:24"
262,183645,2020-01-11,16:27,1578770820000,Henlow,A9,6,"1st £105, Others £40  Race Total £305  ","Up Donegal (9/4), Come Home (3/1), Westmead Annie (3/1), Makeit The Brave (3/1), Fieldview Jet (6/1), Millies Honour (12/1)",3.25,4,4,4,7,13,NULL,NULL,9/4,3/1,3/1,3/1,6/1,12/1,NULL,NULL,3,2,4,6,5,1,NULL,NULL,"2020-01-13 11:19:24","2020-01-13 11:19:24"
263,183644,2020-01-11,16:07,1578769620000,Henlow,A9,6,"1st £105, Others £40  Race Total £305  ","Princess Evita (8/1), Milford Express (11/4), Which Way Dory (7/2), Ickle Cashin (3/1), Fieldview Jonny (3/1), Quivers Dreamer (5/1)",9,3.75,4.5,4,4,6,NULL,NULL,8/1,11/4,7/2,3/1,3/1,5/1,NULL,NULL,1,2,3,6,4,5,NULL,NULL,"2020-01-13 11:19:24","2020-01-13 11:19:24"
264,183642,2020-01-11,15:27,1578767220000,Henlow,S2,6,"1st £150, Others £40  Race Total £350  ","Makeit Fat Pants (9/2), Nippy Pippy (5/2), Oncemoretink (11/8), Slippy Thelma (6/1), Nothing But Love (11/2), Lightfoot Lucas (14/1)",5.5,3.5,2.38,7,6.5,15,NULL,NULL,9/2,5/2,11/8,6/1,11/2,14/1,NULL,NULL,3,2,1,6,4,5,NULL,NULL,"2020-01-13 11:19:25","2020-01-13 11:19:25"
265,183640,2020-01-11,14:48,1578764880000,Henlow,A6,6,"1st £120, Others £40  Race Total £320  ","Savana Style (5/2), Talk Of The Town (8/1), Westmead Cory (7/2), Ballymac Aloha (7/4), Pay The Dan (5/1), Signature Emily (8/1)",3.5,9,4.5,2.75,6,9,NULL,NULL,5/2,8/1,7/2,7/4,5/1,8/1,NULL,NULL,5,2,4,1,3,6,NULL,NULL,"2020-01-13 11:19:26","2020-01-13 11:19:26"
266,183639,2020-01-11,14:29,1578763740000,Henlow,S3,6,"1st £145, Others £40  Race Total £345  ","Blokade Duchess (7/2), Rockview Jack (6/1), Coasthopper Vic (4/1), Sonora Lad (11/8), Going Brexit (7/2), Crossfield Pedro (8/1)",4.5,7,5,2.38,4.5,9,NULL,NULL,7/2,6/1,4/1,11/8,7/2,8/1,NULL,NULL,1,4,5,3,2,6,NULL,NULL,"2020-01-13 11:19:26","2020-01-13 11:19:26"
267,183638,2020-01-11,14:12,1578762720000,Henlow,B2,6,"1st £130, Others £40  Race Total £330  ","Bodell Rossie (5/1), Shell Jezabelle (9/4), Sam Spinner (4/1), Droopys Crystal (9/4), Eternal Sun (6/1), Fiddly Diddly (6/1)",6,3.25,5,3.25,7,7,NULL,NULL,5/1,9/4,4/1,9/4,6/1,6/1,NULL,NULL,1,4,2,5,6,3,NULL,NULL,"2020-01-13 11:19:27","2020-01-13 11:19:27"
268,183569,2020-01-11,18:11,1578777060000,Doncaster,B4,6,"1st £125, Others £40  Race Total £325  ","Aiket Alfie (7/4), Knowalljoe (8/1), Millcroft Magic (9/2), Station Mist (11/4), Haven Player (5/1), Poolie Steph (4/1)",2.75,9,5.5,3.75,6,5,NULL,NULL,7/4,8/1,9/2,11/4,5/1,4/1,NULL,NULL,6,5,2,4,3,1,NULL,NULL,"2020-01-13 11:19:27","2020-01-13 11:19:27"
269,183567,2020-01-11,17:37,1578775020000,Doncaster,D3,6,"1st £100, Others £40  Race Total £300  ","Joella Poppy (7/2), Mustang Brady (6/1), Charlie Be Slick (5/2), Turn Hill (11/4), Russanda Perry (7/2), Redbrick Riley (8/1)",4.5,7,3.5,3.75,4.5,9,NULL,NULL,7/2,6/1,5/2,11/4,7/2,8/1,NULL,NULL,4,1,6,2,5,3,NULL,NULL,"2020-01-13 11:19:27","2020-01-13 11:19:27"
270,183559,2020-01-11,14:57,1578765420000,Doncaster,A3,6,"1st £130, Others £40  Race Total £330  ","Last Call (7/2), Wanted Me Teddy (7/4), Snakes N Ladders (9/4), Redbrick Rankin (5/1), Millcroft Moon (7/2), Sambuca Star (N/A)",4.5,2.75,3.25,6,4.5,0,NULL,NULL,7/2,7/4,9/4,5/1,7/2,NULL,NULL,NULL,2,6,5,3,4,0,NULL,NULL,"2020-01-13 11:19:28","2020-01-13 11:19:28"
271,183558,2020-01-11,14:38,1578764280000,Doncaster,A5,7,"1st £115, Others £40  Race Total £315  ","Igglepiggle (5/4), Daryanoor Beryl (5/1), Bellagio Boss (5/2), Dunham Frankie (14/1), Pearls Gate (7/2), Paradise Roma (8/1), Minglers Priory (N/A)",2.25,6,3.5,15,4.5,9,0,NULL,5/4,5/1,5/2,14/1,7/2,8/1,NULL,NULL,2,3,4,5,1,6,0,NULL,"2020-01-13 11:19:28","2020-01-13 11:19:28"
272,183561,2020-01-11,15:38,1578767880000,Doncaster,B1,6,"1st £170, Others £40  Race Total £370  ","Black Hurricane (9/2), Ballymac Cino (5/1), Catunda Tom (5/1), Ballymac Macken (13/8), Jet Stream Trip (7/2), Barnside Mata (6/1)",5.5,6,6,2.63,4.5,7,NULL,NULL,9/2,5/1,5/1,13/8,7/2,6/1,NULL,NULL,3,5,6,2,1,4,NULL,NULL,"2020-01-13 11:19:29","2020-01-13 11:19:29"
273,183563,2020-01-11,16:17,1578770220000,Doncaster,B3,6,"1st £130, Others £40  Race Total £330  ","Darwen Moor (4/1), Lightfoot Rusty (5/2), Bellagio Blaze (9/2), Bellagio Beauty (9/4), Let It Ride (4/1), Vincent (8/1)",5,3.5,5.5,3.25,5,9,NULL,NULL,4/1,5/2,9/2,9/4,4/1,8/1,NULL,NULL,3,2,4,1,6,5,NULL,NULL,"2020-01-13 11:19:29","2020-01-13 11:19:29"
274,183568,2020-01-11,17:53,1578775980000,Doncaster,B2,6,"1st £140, Others £40  Race Total £340  ","Russanda Pearl (7/2), Rogully Mist (7/2), Cavan Gale (9/2), Bushack Sweetpea (6/1), Ballymac South (7/2), Coonough Des (5/2)",4.5,4.5,5.5,7,4.5,3.5,NULL,NULL,7/2,7/2,9/2,6/1,7/2,5/2,NULL,NULL,5,6,4,1,3,2,NULL,NULL,"2020-01-13 11:19:30","2020-01-13 11:19:30"
275,183562,2020-01-11,15:57,1578769020000,Doncaster,B2,6,"1st £140, Others £40  Race Total £340  ","Bit View Babs (7/2), Rockmount Cuba (6/1), Lunar Eclipse (4/1), Dunham King (3/1), Cally (4/1), Rapido Bullet (5/2)",4.5,7,5,4,5,3.5,NULL,NULL,7/2,6/1,4/1,3/1,4/1,5/2,NULL,NULL,2,1,4,6,5,3,NULL,NULL,"2020-01-13 11:19:30","2020-01-13 11:19:30"
