id,idSportinglife,date,hour,time,name,classe,amountRunners,prizes,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,createdAt,updatedAt
59,183850,2020-01-12,15:47,1578854820000,Henlow,A5,6,"1st £125, Others £40  Race Total £325  ","Harrys Risk (10/1), Final Mustard (4/1), Tullymurry Enzo (3/1), Savana Pat (6/4), Savana Jay Dee (4/1), Longrange Nelly (7/1)",11,5,4,2.5,5,8,NULL,NULL,10/1,4/1,3/1,6/4,4/1,7/1,NULL,NULL,3,4,5,2,1,6,NULL,NULL,"2020-01-13 11:17:53","2020-01-13 11:17:53"
60,183849,2020-01-12,15:27,1578853620000,Henlow,A5,6,"1st £125, Others £40  Race Total £325  ","Willfred (9/2), Beanos Puma (9/2), Hoolys Rocky (7/1), Savana Marlene (7/2), Savana Queenie (2/1), Blackrose Joshua (7/2)",5.5,5.5,8,4.5,3,4.5,NULL,NULL,9/2,9/2,7/1,7/2,2/1,7/2,NULL,NULL,4,2,3,6,1,5,NULL,NULL,"2020-01-13 11:17:53","2020-01-13 11:17:53"
61,183848,2020-01-12,15:07,1578852420000,Henlow,A4,6,"1st £130, Others £40  Race Total £330  ","Cashinonjoey (2/1), Limerick Leah (9/4), Chuckle Barry (9/4), Savana Diamond (9/1), Baran Blake (8/1), Savana Schnappes (9/1)",3,3.25,3.25,10,9,10,NULL,NULL,2/1,9/4,9/4,9/1,8/1,9/1,NULL,NULL,3,1,4,6,2,5,NULL,NULL,"2020-01-13 11:17:53","2020-01-13 11:17:53"
62,183847,2020-01-12,14:48,1578851280000,Henlow,E2,6,"1st £190, Others £50  Race Total £440  ","Tickled Pink (7/4), Savana Majestic (9/4), Slippy Etty (12/1), Slippy Messi (5/1), Droopys Aloha (4/1), Savana Cain (5/1)",2.75,3.25,13,6,5,6,NULL,NULL,7/4,9/4,12/1,5/1,4/1,5/1,NULL,NULL,4,1,5,6,2,3,NULL,NULL,"2020-01-13 11:17:54","2020-01-13 11:17:54"
63,183846,2020-01-12,14:28,1578850080000,Henlow,S2,6,"1st £150, Others £40  Race Total £350  ","Guvnas Bob (12/1), Beat The Bank (7/4), Savana Falcon (7/2), Savana Gabriel (4/1), Mallogs Jet (5/1), Ardagh Marky (3/1)",13,2.75,4.5,5,6,4,NULL,NULL,12/1,7/4,7/2,4/1,5/1,3/1,NULL,NULL,4,6,1,2,5,3,NULL,NULL,"2020-01-13 11:17:54","2020-01-13 11:17:54"
64,183845,2020-01-12,14:08,1578848880000,Henlow,A7,6,"1st £115, Others £40  Race Total £315  ","Savana Roscoe (6/1), Tonightsthenight (14/1), Corrig Iris (5/2), Domino Joe (15/8), Marcos Katie (6/1), Unlikely Hannah (5/2)",7,15,3.5,2.88,7,3.5,NULL,NULL,6/1,14/1,5/2,15/8,6/1,5/2,NULL,NULL,1,3,6,4,2,5,NULL,NULL,"2020-01-13 11:17:55","2020-01-13 11:17:55"
65,183940,2020-01-12,12:24,1578842640000,Harlow,A7,6,"1st £85, Others £45  Race Total £310  ","Wee Bart (4/1), Castlemary Blake (5/1), Philfen Tornado (5/2), She Could (9/4), Lurriga Silver (4/1), Farran Tribe (10/1)",5,6,3.5,3.25,5,11,NULL,NULL,4/1,5/1,5/2,9/4,4/1,10/1,NULL,NULL,3,6,4,1,2,5,NULL,NULL,"2020-01-13 11:17:55","2020-01-13 11:17:55"
66,183938,2020-01-12,11:54,1578840840000,Harlow,A7,6,"1st £85, Others £45  Race Total £310  ","Aayamzabellababe (10/1), Martys Turbo (11/4), Knee Protector (11/4), Finolas Spirit (4/1), Salems Louisiana (6/1), Simply The Best (9/4)",11,3.75,3.75,5,7,3.25,NULL,NULL,10/1,11/4,11/4,4/1,6/1,9/4,NULL,NULL,2,3,6,4,1,5,NULL,NULL,"2020-01-13 11:17:56","2020-01-13 11:17:56"
67,183937,2020-01-12,11:39,1578839940000,Harlow,A7,6,"1st £85, Others £45  Race Total £310  ","Conors Holly (9/2), Capo Rosso (2/1), Fizz Friday (6/1), Salems Maryland (4/1), White Mischief (3/1), Boy Zee (7/1)",5.5,3,7,5,4,8,NULL,NULL,9/2,2/1,6/1,4/1,3/1,7/1,NULL,NULL,5,1,4,2,6,3,NULL,NULL,"2020-01-13 11:17:56","2020-01-13 11:17:56"
68,183936,2020-01-12,11:24,1578839040000,Harlow,A7,6,"1st £85, Others £45  Race Total £310  ","Rattling Times (5/2), Salems Wichita (9/2), Some Frustration (8/1), Philfen Duke (11/4), Blackrose Manson (7/2), Sophie Anseo (7/2)",3.5,5.5,9,3.75,4.5,4.5,NULL,NULL,5/2,9/2,8/1,11/4,7/2,7/2,NULL,NULL,3,2,6,4,1,5,NULL,NULL,"2020-01-13 11:17:57","2020-01-13 11:17:57"
69,183935,2020-01-12,11:09,1578838140000,Harlow,D2,6,"1st £75, Others £45  Race Total £300  ","Moaning Stanley (9/4), Ghetto Leader (10/1), Moaning Gallardo (6/1), Salems Kansas (12/1), Foursome Power (9/4), Peads Billy (5/2)",3.25,11,7,13,3.25,3.5,NULL,NULL,9/4,10/1,6/1,12/1,9/4,5/2,NULL,NULL,6,4,1,5,2,3,NULL,NULL,"2020-01-13 11:17:57","2020-01-13 11:17:57"
70,183946,2020-01-12,13:57,1578848220000,Harlow,A6,6,"1st £95, Others £45  Race Total £320  ","Rahyvira Bluey (6/1), Sportsmans Sky (5/2), Blackrosepatrica (7/2), Blackrose Fred (7/2), Tullyotter Lady (5/1), Sleepy Panda (10/3)",7,3.5,4.5,4.5,6,4.33,NULL,NULL,6/1,5/2,7/2,7/2,5/1,10/3,NULL,NULL,2,5,4,3,6,1,NULL,NULL,"2020-01-13 11:17:57","2020-01-13 11:17:57"
71,183945,2020-01-12,13:39,1578847140000,Harlow,A7,6,"1st £85, Others £45  Race Total £310  ","Salems Dakota (7/2), Dunaghy Lenson (4/1), Bogside Gamble (6/1), Blackrose Adel (5/1), Gonetothebog (4/1), Connors Delight (2/1)",4.5,5,7,6,5,3,NULL,NULL,7/2,4/1,6/1,5/1,4/1,2/1,NULL,NULL,2,3,6,1,5,4,NULL,NULL,"2020-01-13 11:17:58","2020-01-13 11:17:58"
72,183944,2020-01-12,13:22,1578846120000,Harlow,D4,6,"1st £60, Others £45  Race Total £285  ","Black Ice (4/1), Swanley Rach (7/2), Oakgrove Acacia (7/1), Dreenan Azza (4/1), Moaning Muswell (6/4), Telstar (10/1)",5,4.5,8,5,2.5,11,NULL,NULL,4/1,7/2,7/1,4/1,6/4,10/1,NULL,NULL,5,2,3,6,4,1,NULL,NULL,"2020-01-13 11:17:58","2020-01-13 11:17:58"
73,183943,2020-01-12,13:08,1578845280000,Harlow,A7,6,"1st £85, Others £45  Race Total £310  ","Impeccable (11/2), Goodgolymizmolly (5/2), Swift Lionel (7/2), Salems Soulmate (11/2), Elmaloglou (5/1), Mama Genoa (5/2)",6.5,3.5,4.5,6.5,6,3.5,NULL,NULL,11/2,5/2,7/2,11/2,5/1,5/2,NULL,NULL,4,1,2,3,5,6,NULL,NULL,"2020-01-13 11:17:59","2020-01-13 11:17:59"
74,183942,2020-01-12,12:54,1578844440000,Harlow,A5,6,"1st £105, Others £45  Race Total £330  ","Wildfire Dan (11/8), Pennylane Azza (9/2), You See Charlie (8/1), Adelaide (7/1), Blue Sky Jet (6/1), Moaning Sabba (11/4)",2.38,5.5,9,8,7,3.75,NULL,NULL,11/8,9/2,8/1,7/1,6/1,11/4,NULL,NULL,1,4,2,5,6,3,NULL,NULL,"2020-01-13 11:17:59","2020-01-13 11:17:59"
75,183941,2020-01-12,12:39,1578843540000,Harlow,A6,6,"1st £95, Others £45  Race Total £320  ","Salems Indiana (6/1), Conors Model (9/4), Tanners Rumble (6/1), Curly Chap (2/1), Riada Spike (11/2), Yellow (4/1)",7,3.25,7,3,6.5,5,NULL,NULL,6/1,9/4,6/1,2/1,11/2,4/1,NULL,NULL,5,3,4,6,2,1,NULL,NULL,"2020-01-13 11:18:00","2020-01-13 11:18:00"
76,183939,2020-01-12,12:09,1578841740000,Harlow,D3,6,"1st £60, Others £45  Race Total £285  ","Proper Conor (7/1), Springmount Roxy (3/1), Tidly Tom (7/2), Millridge Darsi (9/2), Ballynabee Candy (3/1), Cloudy Morning (7/2)",8,4,4.5,5.5,4,4.5,NULL,NULL,7/1,3/1,7/2,9/2,3/1,7/2,NULL,NULL,6,1,5,4,2,3,NULL,NULL,"2020-01-13 11:18:00","2020-01-13 11:18:00"
77,183844,2020-01-12,13:49,1578847740000,Doncaster,A2,6,"1st £140, Others £40  Race Total £340  ","Santro Mac (6/1), Page Boy (4/1), Candlelight Max (9/4), Reggies Rockett (4/1), Kilara Lark (11/4), Slaneyside Tory (6/1)",7,5,3.25,5,3.75,7,NULL,NULL,6/1,4/1,9/4,4/1,11/4,6/1,NULL,NULL,4,2,1,6,3,5,NULL,NULL,"2020-01-13 11:18:00","2020-01-13 11:18:00"
78,183839,2020-01-12,12:31,1578843060000,Doncaster,D4,6,"1st £100, Others £40  Race Total £300  ","Masons Court (2/1), Coaltown Becca (7/2), Boss Havoc (7/1), Glamorousability (7/2), Redbrick Maddi (3/1), Tyrap Flybe (8/1)",3,4.5,8,4.5,4,9,NULL,NULL,2/1,7/2,7/1,7/2,3/1,8/1,NULL,NULL,4,2,5,6,1,3,NULL,NULL,"2020-01-13 11:18:01","2020-01-13 11:18:01"
79,183835,2020-01-12,11:31,1578839460000,Doncaster,B5,6,"1st £115, Others £40  Race Total £315  ","Fane Blue Girl (8/1), Only One (11/10), Tagalong Bobby (5/1), Cyprus Queen (5/1), Rapido Reno (6/1), Hes For Real (5/2)",9,2.1,6,6,7,3.5,NULL,NULL,8/1,11/10,5/1,5/1,6/1,5/2,NULL,NULL,5,6,4,1,2,3,NULL,NULL,"2020-01-13 11:18:01","2020-01-13 11:18:01"
80,183838,2020-01-12,12:16,1578842160000,Doncaster,B2,6,"1st £140, Others £40  Race Total £340  ","Glaise Pax (3/1), George (3/1), Glaise Babe (4/1), Russanda Bell (9/2), Bellagio Bonnie (9/2), Indian Lad (4/1)",4,4,5,5.5,5.5,5,NULL,NULL,3/1,3/1,4/1,9/2,9/2,4/1,NULL,NULL,4,3,1,5,2,6,NULL,NULL,"2020-01-13 11:18:02","2020-01-13 11:18:02"
81,183843,2020-01-12,13:31,1578846660000,Doncaster,A3,6,"1st £130, Others £40  Race Total £330  ","Magna Rex (9/2), Glory Alice (3/1), Gain Control (6/1), Tiermana Stout (6/1), Superior Turbo (11/4), Bellagio Bon Bon (5/2)",5.5,4,7,7,3.75,3.5,NULL,NULL,9/2,3/1,6/1,6/1,11/4,5/2,NULL,NULL,1,2,6,4,3,5,NULL,NULL,"2020-01-13 11:18:02","2020-01-13 11:18:02"
82,183842,2020-01-12,13:16,1578845760000,Doncaster,A3,6,"1st £130, Others £40  Race Total £330  ","Rapido Gemma (9/2), Mollycoddler (7/2), Fane Nickle (8/1), Minglers Vulcan (9/2), Motorbar Memory (9/4), Luttons Kyle (3/1)",5.5,4.5,9,5.5,3.25,4,NULL,NULL,9/2,7/2,8/1,9/2,9/4,3/1,NULL,NULL,6,2,1,5,4,3,NULL,NULL,"2020-01-13 11:18:03","2020-01-13 11:18:03"
83,183841,2020-01-12,13:01,1578844860000,Doncaster,A4,7,"1st £125, Others £40  Race Total £325  ","Mustang Benjy (5/1), Mercury Blake (5/2), Bellagio Bardot (2/1), Wee Mikie (8/1), Nolas Bloom (4/1), Hammer It Home (9/2), Players Luck (N/A)",6,3.5,3,9,5,5.5,0,NULL,5/1,5/2,2/1,8/1,4/1,9/2,NULL,NULL,3,4,5,2,1,6,0,NULL,"2020-01-13 11:18:03","2020-01-13 11:18:03"
84,183840,2020-01-12,12:46,1578843960000,Doncaster,A5,6,"1st £115, Others £40  Race Total £315  ","Knockglass Vixen (3/1), Mackapacka (7/4), Megs Berry (3/1), Mudross Tango (6/1), Droopys Sea (11/4), Luttons Rhona (N/A)",4,2.75,4,7,3.75,0,NULL,NULL,3/1,7/4,3/1,6/1,11/4,NULL,NULL,NULL,3,2,1,5,4,0,NULL,NULL,"2020-01-13 11:18:03","2020-01-13 11:18:03"
85,183837,2020-01-12,12:01,1578841260000,Doncaster,B3,6,"1st £130, Others £40  Race Total £330  ","Bregawn Brandy (2/1), Billis Spark (6/1), Russanda Relay (4/1), Bellagio Blossom (5/1), Paradise Axel (3/1), Burnfoot Bob (4/1)",3,7,5,6,4,5,NULL,NULL,2/1,6/1,4/1,5/1,3/1,4/1,NULL,NULL,3,1,6,2,4,5,NULL,NULL,"2020-01-13 11:18:04","2020-01-13 11:18:04"
86,183836,2020-01-12,11:46,1578840360000,Doncaster,B4,6,"1st £125, Others £40  Race Total £325  ","Newlodge Frank (6/1), Swift Baptist (3/1), Station Mick (7/2), Ballymac Maggie (5/1), Bellagio Bella (3/1), Drumslide Boss (3/1)",7,4,4.5,6,4,4,NULL,NULL,6/1,3/1,7/2,5/1,3/1,3/1,NULL,NULL,1,3,4,5,6,2,NULL,NULL,"2020-01-13 11:18:04","2020-01-13 11:18:04"
87,183834,2020-01-12,11:16,1578838560000,Doncaster,D3,6,"1st £100, Others £40  Race Total £300  ","Hudson Banjo (5/1), Luttons Leyla (8/1), Ballymac Newyork (6/4), Luttons Matty (5/2), Ballymac Doyle (6/1), Bogger Linden (5/1)",6,9,2.5,3.5,7,6,NULL,NULL,5/1,8/1,6/4,5/2,6/1,5/1,NULL,NULL,2,6,1,4,3,5,NULL,NULL,"2020-01-13 11:18:05","2020-01-13 11:18:05"
88,183833,2020-01-12,11:01,1578837660000,Doncaster,B6,6,"1st £110, Others £40  Race Total £310  ","El Mex (6/1), Small And Dainty (6/1), Poolieseabiscuit (5/1), Dunham Merlot (5/2), Theos Ranger (2/1), Trapper Niall (4/1)",7,7,6,3.5,3,5,NULL,NULL,6/1,6/1,5/1,5/2,2/1,4/1,NULL,NULL,4,1,2,6,3,5,NULL,NULL,"2020-01-13 11:18:05","2020-01-13 11:18:05"
89,183780,2020-01-12,13:51,1578847860000,"Belle Vue",A9,6,"1st £56, Others £20  Race Total £156  ","Holt Mill Tigger (3/1), Ranchers Gismo (4/1), Ballymac Newman (7/4), Sienna Noir (4/1), El Sala (5/1), Daisy Star (10/1)",4,5,2.75,5,6,11,NULL,NULL,3/1,4/1,7/4,4/1,5/1,10/1,NULL,NULL,2,1,3,4,6,5,NULL,NULL,"2020-01-13 11:18:05","2020-01-13 11:18:05"
90,183778,2020-01-12,13:19,1578845940000,"Belle Vue",A5,6,"1st £61, Others £20  Race Total £61  ","Russmur Charm (6/1), Fancy Idea (7/2), Wisdom Well (4/1), Errill Twirl (4/1), Copeland Tizzy (3/1), Burning Rubber (3/1)",7,4.5,5,5,4,4,NULL,NULL,6/1,7/2,4/1,4/1,3/1,3/1,NULL,NULL,1,6,4,3,2,5,NULL,NULL,"2020-01-13 11:18:06","2020-01-13 11:18:06"
91,183775,2020-01-12,12:33,1578843180000,"Belle Vue",A6,6,"1st £58, Others £20  Race Total £58  ","Lavally King (3/1), Oyster Lady (8/1), Pat Can Can (8/1), Leamaneigh Loner (7/2), Varga Girl (5/2), Pulgarcito (4/1)",4,9,9,4.5,3.5,5,NULL,NULL,3/1,8/1,8/1,7/2,5/2,4/1,NULL,NULL,2,6,3,4,1,5,NULL,NULL,"2020-01-13 11:18:06","2020-01-13 11:18:06"
92,183769,2020-01-12,11:03,1578837780000,"Belle Vue",A6,6,"1st £58, Others £20  Race Total £58  ","Ballymac Special (9/4), Galley John (4/1), Sirius Dog Star (4/1), Ballymac Dolcino (5/2), Teddys Way (7/1), Blistering Flash (5/1)",3.25,5,5,3.5,8,6,NULL,NULL,9/4,4/1,4/1,5/2,7/1,5/1,NULL,NULL,3,4,1,2,6,5,NULL,NULL,"2020-01-13 11:18:07","2020-01-13 11:18:07"
93,183779,2020-01-12,13:37,1578847020000,"Belle Vue",A8,6,"1st £56, Others £20  Race Total £56  ","Tenasywiskytrish (5/2), Musical Blue (8/1), Croaghill Nancy (5/2), Metric Kojak (6/4), Its Got Legs (6/1), Jaxleg Mimi (N/A)",3.5,9,3.5,2.5,7,0,NULL,NULL,5/2,8/1,5/2,6/4,6/1,NULL,NULL,NULL,4,1,2,6,3,0,NULL,NULL,"2020-01-13 11:18:07","2020-01-13 11:18:07"
94,183777,2020-01-12,13:04,1578845040000,"Belle Vue",A2,6,"1st £76, Others £25  Race Total £76  ","Slaneyside Nevin (5/2), Factfile (2/1), Blissful Bell (7/1), Our Sparkle Lady (3/1), Notorious Tory (4/1), Tyrur Damien (14/1)",3.5,3,8,4,5,15,NULL,NULL,5/2,2/1,7/1,3/1,4/1,14/1,NULL,NULL,2,3,1,5,4,6,NULL,NULL,"2020-01-13 11:18:08","2020-01-13 11:18:08"
95,183772,2020-01-12,11:48,1578840480000,"Belle Vue",A5,6,"1st £61, Others £20  Race Total £61  ","Jetset Holly (4/1), Zenobia (4/1), Foulkscourt Blue (7/2), Mark The Ref (2/1), Knockard Duke (6/1), Aulton Larry (6/1)",5,5,4.5,3,7,7,NULL,NULL,4/1,4/1,7/2,2/1,6/1,6/1,NULL,NULL,2,4,3,6,1,5,NULL,NULL,"2020-01-13 11:18:08","2020-01-13 11:18:08"
96,183773,2020-01-12,12:04,1578841440000,"Belle Vue",A7,6,"1st £58, Others £20  Race Total £158  ","Ballymac Deano (11/10), Wraysbury Ranger (5/1), Eternal Flame (8/1), Starlight Oir (3/1), Tullymurry Titch (14/1), Molly Dancer (5/1)",2.1,6,9,4,15,6,NULL,NULL,11/10,5/1,8/1,3/1,14/1,5/1,NULL,NULL,2,3,6,5,1,4,NULL,NULL,"2020-01-13 11:18:08","2020-01-13 11:18:08"
97,183770,2020-01-12,11:19,1578838740000,"Belle Vue",A10,6,"1st £56, Others £20  Race Total £56  ","Graigoor Jinks (1/1), Aero Kane (7/1), Tally Ho Judy (4/1), Ballinlough Bibs (4/1), Tullig Nun (10/1), Swift Muffin (10/1)",2,8,5,5,11,11,NULL,NULL,1/1,7/1,4/1,4/1,10/1,10/1,NULL,NULL,2,6,4,3,5,1,NULL,NULL,"2020-01-13 11:18:09","2020-01-13 11:18:09"
98,183774,2020-01-12,12:18,1578842280000,"Belle Vue",A3,6,"1st £71, Others £23  Race Total £71  ","Olwinn Return (7/4), Sonora Sham (5/2), Icy Carrig (3/1), Jaxleg Eacram (8/1), Shaneboy Masar (6/1), Cagey Gussy (7/1)",2.75,3.5,4,9,7,8,NULL,NULL,7/4,5/2,3/1,8/1,6/1,7/1,NULL,NULL,4,6,1,3,5,2,NULL,NULL,"2020-01-13 11:18:10","2020-01-13 11:18:10"
99,183771,2020-01-12,11:34,1578839640000,"Belle Vue",A4,6,"1st £66, Others £20  Race Total £66  ","Matching Mia (7/1), Dark As Night (5/2), Springwell Click (5/1), Fagans Victor (9/2), Palatine Andy (5/4), Stylish Queen (N/A)",8,3.5,6,5.5,2.25,0,NULL,NULL,7/1,5/2,5/1,9/2,5/4,NULL,NULL,NULL,5,4,2,6,1,0,NULL,NULL,"2020-01-13 11:18:10","2020-01-13 11:18:10"
100,183776,2020-01-12,12:48,1578844080000,"Belle Vue",A2,6,"1st £76, Others £25  Race Total £76  ","Olwinn Millie (7/2), Square One (5/4), Tyrur Ricky (8/1), Sober Run (7/1), Darwen Billy (5/1), Beaming Limit (11/4)",4.5,2.25,9,8,6,3.75,NULL,NULL,7/2,5/4,8/1,7/1,5/1,11/4,NULL,NULL,4,6,5,2,3,1,NULL,NULL,"2020-01-13 11:18:10","2020-01-13 11:18:10"
101,183880,2020-01-12,12:58,1578844680000,Sunderland,D4,6,"1st £118, Others £35  Race Total £293  ","Fast Fit Super (4/1), Ballymartin Nina (2/1), Le Onde (14/1), Moneygall Diva (5/2), Hards Yards (8/1), Crickleowl Pip (4/1)",5,3,15,3.5,9,5,NULL,NULL,4/1,2/1,14/1,5/2,8/1,4/1,NULL,NULL,6,2,5,3,4,1,NULL,NULL,"2020-01-13 11:18:11","2020-01-13 11:18:11"
102,183877,2020-01-12,12:12,1578841920000,Sunderland,HP,6,"1st £143, Others £35  Race Total £318  ","Geelo Muir (2/1), Heartbeat Rhys (4/1), Mouna Dolerite (5/1), Nans Star (5/1), Urney Hare (4/1), Highview Legacy (6/1)",3,5,6,6,5,7,NULL,NULL,2/1,4/1,5/1,5/1,4/1,6/1,NULL,NULL,1,5,2,3,4,6,NULL,NULL,"2020-01-13 11:18:11","2020-01-13 11:18:11"
103,183875,2020-01-12,11:42,1578840120000,Sunderland,A3,6,"1st £133, Others £35  Race Total £308  ","Poppys Summer (2/1), Meadows Megan (7/4), Shrewd Operator (6/1), Dothebestfriend (8/1), Balmoral Joey (8/1), Justins Blackie (4/1)",3,2.75,7,9,9,5,NULL,NULL,2/1,7/4,6/1,8/1,8/1,4/1,NULL,NULL,5,3,6,4,1,2,NULL,NULL,"2020-01-13 11:18:12","2020-01-13 11:18:12"
104,183884,2020-01-12,13:59,1578848340000,Sunderland,A6,6,"1st £125, Others £35  Race Total £300","Malacca Black (4/5), Allpoints Poppy (6/1), Garys Dream (10/1), Jackies Warrior (4/1), Tamna Oreo (14/1), Knockalton Luke (5/1)",1.8,7,11,5,15,6,NULL,NULL,4/5,6/1,10/1,4/1,14/1,5/1,NULL,NULL,1,2,6,5,3,4,NULL,NULL,"2020-01-13 11:18:12","2020-01-13 11:18:12"
105,183883,2020-01-12,13:44,1578847440000,Sunderland,A2,6,"1st £137, Others £35  Race Total £312  ","Cobra Boy (5/2), Alien Loren (7/2), Peak Season (5/2), Itsallaboutmary (4/1), Seomra Keel (6/1), Kingsmill Rickie (8/1)",3.5,4.5,3.5,5,7,9,NULL,NULL,5/2,7/2,5/2,4/1,6/1,8/1,NULL,NULL,2,5,3,1,6,4,NULL,NULL,"2020-01-13 11:18:13","2020-01-13 11:18:13"
106,183882,2020-01-12,13:28,1578846480000,Sunderland,A8,6,"1st £123, Others £35  Race Total £298  ","Quest (6/1), Nats Blue Boy (3/1), Cerberus Jay Jay (14/1), Dungarvan Twirl (5/1), Straight Flush (14/1), Tornaroy Tiger (4/5)",7,4,15,6,15,1.8,NULL,NULL,6/1,3/1,14/1,5/1,14/1,4/5,NULL,NULL,3,5,6,4,2,1,NULL,NULL,"2020-01-13 11:18:13","2020-01-13 11:18:13"
107,183881,2020-01-12,13:12,1578845520000,Sunderland,D3,6,"1st £123, Others £35  Race Total £298  ","Miss Tiggy (4/1), Some Control (14/1), Minglers Ginger (5/2), Fridays Porthas (7/2), Jumeirah King (8/1), Clonard Storm (2/1)",5,15,3.5,4.5,9,3,NULL,NULL,4/1,14/1,5/2,7/2,8/1,2/1,NULL,NULL,2,1,3,6,5,4,NULL,NULL,"2020-01-13 11:18:13","2020-01-13 11:18:13"
108,183879,2020-01-12,12:41,1578843660000,Sunderland,A2,6,"1st £137, Others £35  Race Total £312  ","Chasing Time (7/4), Minglers Mojito (3/1), Havana Tip Top (5/1), Pity Me Tiger (5/1), Clomantagh Mac (6/1), Snug Quirk (14/1)",2.75,4,6,6,7,15,NULL,NULL,7/4,3/1,5/1,5/1,6/1,14/1,NULL,NULL,2,1,3,5,4,6,NULL,NULL,"2020-01-13 11:18:14","2020-01-13 11:18:14"
109,183878,2020-01-12,12:27,1578842820000,Sunderland,HP,7,"1st £143, Others £35  Race Total £318  ","Faith In Spades (5/2), Springberry June (7/2), Mayhem Mollie (7/2), Kilcuala Lucy (8/1), Lisneal Sonic (7/2), Boherash Gabriel (7/2), Killacolla Dude (N/A)",3.5,4.5,4.5,9,4.5,4.5,0,NULL,5/2,7/2,7/2,8/1,7/2,7/2,NULL,NULL,4,2,3,6,1,5,0,NULL,"2020-01-13 11:18:14","2020-01-13 11:18:14"
110,183876,2020-01-12,11:57,1578841020000,Sunderland,A4,6,"1st £131, Others £35  Race Total £306  ","Fairholme View (4/1), Forge Sal (9/4), Kilwest Belle (6/1), Quarylane Daisy (5/2), Nessas Star (5/1), Ballygibba Jazz (10/1)",5,3.25,7,3.5,6,11,NULL,NULL,4/1,9/4,6/1,5/2,5/1,10/1,NULL,NULL,1,6,4,3,2,5,NULL,NULL,"2020-01-13 11:18:15","2020-01-13 11:18:15"
111,183874,2020-01-12,11:28,1578839280000,Sunderland,HP,6,"1st £123, Others £35  Race Total £298  ","Fagans Bella (8/1), Devlins Boy (2/1), Clonard Flyer (8/1), Laurens Lillian (12/1), Kielduff Manor (3/1), Strawberry Aubs (5/2)",9,3,9,13,4,3.5,NULL,NULL,8/1,2/1,8/1,12/1,3/1,5/2,NULL,NULL,5,2,4,1,6,3,NULL,NULL,"2020-01-13 11:18:15","2020-01-13 11:18:15"
112,183873,2020-01-12,11:11,1578838260000,Sunderland,A4,6,"1st £131, Others £35  Race Total £306  ","Pixel (4/1), Barntick Rose (5/2), Fiadhs Willow (14/1), Gotta Pick Her (6/1), Minglers Marble (2/1), Payyaway Jack (4/1)",5,3.5,15,7,3,5,NULL,NULL,4/1,5/2,14/1,6/1,2/1,4/1,NULL,NULL,1,4,2,3,6,5,NULL,NULL,"2020-01-13 11:18:16","2020-01-13 11:18:16"
113,183808,2020-01-12,17:55,1578862500000,"Perry Barr",A10,6,"1st £62, Others £33  Race Total £227  ","Down South (5/4), Miss Handbags (3/1), Forge Lady (2/1), Harwell Ultra (16/1), Aero Edge (7/1), Ballymac Quane (N/A)",2.25,4,3,17,8,0,NULL,NULL,5/4,3/1,2/1,16/1,7/1,NULL,NULL,NULL,1,4,3,2,5,0,NULL,NULL,"2020-01-13 11:18:16","2020-01-13 11:18:16"
114,183803,2020-01-12,16:24,1578857040000,"Perry Barr",A8,6,"1st £65, Others £33  Race Total £230  ","Hather Miesha (3/1), Woe Boy (7/2), Final Love (3/1), Clonleigh Kat (5/1), Castell Bonnie (5/1), Hidden Gaelic (3/1)",4,4.5,4,6,6,4,NULL,NULL,3/1,7/2,3/1,5/1,5/1,3/1,NULL,NULL,4,5,1,3,2,6,NULL,NULL,"2020-01-13 11:18:17","2020-01-13 11:18:17"
115,183802,2020-01-12,16:09,1578856140000,"Perry Barr",A5,6,"1st £71, Others £33  Race Total £236  ","Affane Black (9/4), Youre Raving (9/4), Fair Aero (9/4), Rockmount Sport (8/1), Final Neymar (7/1), Dandy Lady (12/1)",3.25,3.25,3.25,9,8,13,NULL,NULL,9/4,9/4,9/4,8/1,7/1,12/1,NULL,NULL,6,3,5,2,4,1,NULL,NULL,"2020-01-13 11:18:17","2020-01-13 11:18:17"
116,183797,2020-01-12,14:44,1578851040000,"Perry Barr",A8,6,"1st £65, Others £33  Race Total £230  ","Flyhigh Blondie (11/4), Bellside Tic (11/2), Darbys Flower (5/2), Mwamba Swift (4/1), Chaotic Kate (4/1), Prem Girl (9/2)",3.75,6.5,3.5,5,5,5.5,NULL,NULL,11/4,11/2,5/2,4/1,4/1,9/2,NULL,NULL,4,6,5,2,1,3,NULL,NULL,"2020-01-13 11:18:17","2020-01-13 11:18:17"
117,183796,2020-01-12,14:26,1578849960000,"Perry Barr",A9,6,"1st £64, Others £33  Race Total £229  ","Joyful Jack (5/2), Oi Oi Poppa (5/1), Stop The Clock (3/1), Liam Ella (4/1), Show Me Again (4/1), Stand Out Girl (4/1)",3.5,6,4,5,5,5,NULL,NULL,5/2,5/1,3/1,4/1,4/1,4/1,NULL,NULL,6,3,5,4,1,2,NULL,NULL,"2020-01-13 11:18:18","2020-01-13 11:18:18"
