id,idSportinglife,date,hour,time,name,place,track,age,amountRunners,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP9,oddP10,oddP11,oddP12,oddP13,oddP14,oddP15,oddP16,oddP17,oddP18,oddP19,oddP20,oddP21,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,oddP9Dec,oddP10Dec,oddP11Dec,oddP12Dec,oddP13Dec,oddP14Dec,oddP15Dec,oddP16Dec,oddP17Dec,oddP18Dec,oddP19Dec,oddP20Dec,oddP21Dec,premiumP1,premiumP2,premiumP3,premiumP4,premiumP5,premiumP6,premiumP7,premiumP8,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,rideToFinish9,rideToFinish10,rideToFinish11,rideToFinish12,rideToFinish13,rideToFinish14,rideToFinish15,rideToFinish16,rideToFinish17,rideToFinish18,rideToFinish19,rideToFinish20,rideToFinish21,createdAt,updatedAt
112,559566,2020-01-11,15:35,1578767700000,"Pertemps Network Handicap Hurdle",Warwick,TURF,"5YO plus",14,"Tedham (9/2), One For The Team (11/2), Stoney Mountain (11/2), Silver Sheen (7/1), Diomede Des Mottes (7/1), Doc Penfro (10/1), Igor (10/1), Lisnagar Oscar (11/1), Sire Du Berlais (16/1), Flashjack (25/1), Special Acceptance (25/1), Its All Guesswork (25/1), White Moon (40/1), Connetable (100/1)",8,11,6.5,17,6.5,11,5.5,26,26,41,101,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1,10/1,11/2,16/1,11/2,10/1,9/2,25/1,25/1,40/1,100/1,25/1,7/1,11/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"15640.0 GBP","4620.0 GBP","2310.0 GBP","1155.0 GBP","578.0 GBP","290.0 GBP",NULL,NULL,10,11,12,1,2,9,7,5,14,3,13,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:18","2020-01-13 11:18:18"
113,559567,2020-01-11,16:00,1578769200000,"Cheltenham And South West Syndicate 'Newcomers' Standard Open NH Flat Race",Warwick,TURF,"4YO to 6YO",18,"Diamond River (3/1), George Valentine (4/1), Colonel Manderson (5/1), Wildfire Warrior (8/1), Here Comes Mccoy (14/1), Theme Tune (14/1), The Rosary Flyer (14/1), Eaton Collina (20/1), Folks On The Hill (20/1), Kennack Bay (20/1), Foillan (25/1), Big Hearted Arthur (33/1), Denable (40/1), Comotion (50/1), Mad Barry (66/1), Midnight Jewel (66/1), Just A Deal (80/1), Adstantes (100/1)",15,9,4,51,6,15,41,81,21,21,26,21,67,15,67,5,101,0,NULL,NULL,NULL,14/1,8/1,3/1,50/1,5/1,14/1,40/1,80/1,20/1,20/1,25/1,20/1,66/1,14/1,66/1,4/1,100/1,33/1,NULL,NULL,NULL,"2599.0 GBP","763.0 GBP","382.0 GBP","191.0 GBP",NULL,NULL,NULL,NULL,7,13,2,1,16,11,17,8,3,5,4,9,10,12,18,6,14,0,NULL,NULL,NULL,"2020-01-13 11:18:18","2020-01-13 11:18:18"
114,559554,2020-01-11,12:30,1578756600000,"wetherbyracing.co.uk Maiden Hurdle",Wetherby,TURF,"4YO plus",14,"Coconut Splash (4/6), Giovanni Change (7/2), Bean In Trouble (4/1), Fazayte (16/1), No Regrets (20/1), Yorvik (25/1), Small Present (33/1), Chelsea's Boy (50/1), Machiavelli (50/1), Caroline's Quest (100/1), Shady Character (100/1), Aheadfullofdreams (125/1), Simul Amicis (150/1), Sweetest Smile (200/1)",1.67,5,4.5,17,201,26,21,126,34,51,101,151,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/6,4/1,7/2,16/1,200/1,25/1,20/1,125/1,33/1,50/1,100/1,150/1,100/1,50/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4224.0 GBP","1240.0 GBP","620.0 GBP","310.0 GBP",NULL,NULL,NULL,NULL,4,2,6,5,13,11,8,1,10,3,12,14,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:19","2020-01-13 11:18:19"
115,559555,2020-01-11,13:05,1578758700000,"Racing TV EBF Mares' Novices' Chase",Wetherby,TURF,"5YO plus",4,"Annie Mc (5/4), Alsa Mix (13/8), With Discretion (7/2), Dahills Hill (66/1)",2.25,2.63,4.5,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/4,13/8,7/2,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4606.0 GBP","1353.0 GBP","676.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP",2,1,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:19","2020-01-13 11:18:19"
116,559556,2020-01-11,13:40,1578760800000,"Bet At racingtv.com Novices' Hurdle",Wetherby,TURF,"4YO plus",8,"Dhowin (7/4), Penny Mallow (2/1), Prince Llywelyn (9/4), Itsnotyouitsme (12/1), Hart Of Steel (33/1), Our Promise (40/1), Inexorable (66/1), Rip Van Go (250/1)",3,3.25,13,2.75,34,67,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2/1,9/4,12/1,7/4,33/1,66/1,40/1,250/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3899.0 GBP","1145.0 GBP","572.0 GBP","286.0 GBP",NULL,NULL,NULL,NULL,7,5,4,1,2,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:20","2020-01-13 11:18:20"
117,559557,2020-01-11,14:15,1578762900000,"wetherbyracing.co.uk Handicap Chase",Wetherby,TURF,"5YO plus",5,"Hawk High (15/8), Katpoli (9/4), Niven (7/2), Ballyvic Boru (9/2), Azzuri (25/1)",3.25,2.88,4.5,5.5,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/4,15/8,7/2,9/2,25/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12660.0 GBP","3740.0 GBP","1870.0 GBP","936.0 GBP","468.0 GBP",NULL,NULL,NULL,3,2,5,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:21","2020-01-13 11:18:21"
118,559558,2020-01-11,14:50,1578765000000,"Watch Racing TV In Stunning HD Handicap Hurdle",Wetherby,TURF,"4YO plus",12,"Big Bad Bear (6/4), Mr Scrumpy (5/2), West To The Bridge (11/1), Storm Rising (11/1), Zig Zag (11/1), Sakhee's City (12/1), River Frost (14/1), According To Alex (28/1), Demi Sang (33/1), Sam's Gunner (50/1), Authorizo (50/1), Ball D'Arc (80/1)",12,13,15,12,12,81,51,34,29,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/1,12/1,14/1,11/1,11/1,80/1,50/1,33/1,28/1,5/2,50/1,6/4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6238.0 GBP","1832.0 GBP","916.0 GBP","458.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP",10,2,4,8,11,5,1,3,12,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:21","2020-01-13 11:18:21"
119,559559,2020-01-11,15:25,1578767100000,"Book Online For William Hill Medieval Day Handicap Chase",Wetherby,TURF,"5YO plus",10,"Eclair De Guye (7/2), Above Board (9/2), Absolutely Dylan (5/1), De Forgotten One (5/1), Silver Tassie (7/1), Ice Cool Champs (9/1), Valadom (14/1), Boa Island (16/1), Virnon (22/1), Purple Harry (40/1)",10,23,8,15,41,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/1,22/1,7/1,14/1,40/1,9/2,5/1,16/1,7/2,5/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4606.0 GBP","1353.0 GBP","676.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP","350.0 GBP",4,9,2,3,10,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:22","2020-01-13 11:18:22"
120,559560,2020-01-11,15:55,1578768900000,"Racing TV On Sky 426 Fillies' 'Junior' Standard Open NH Flat Race (NHMOPS Bonus Race)",Wetherby,TURF,"4YO only",10,"Maridadi (5/2), She'soneofourown (5/2), Cutting Sword (11/2), Lime Drop (7/1), On My Command (8/1), Merry Berry (14/1), Belle O' The Dales (22/1), Gentle Rose (33/1), Storm Force One (40/1), Zara's Universe (125/1)",3.5,3.5,41,9,15,34,8,126,6.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/2,5/2,40/1,8/1,14/1,33/1,7/1,125/1,11/2,22/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2599.0 GBP","763.0 GBP","382.0 GBP","191.0 GBP",NULL,NULL,NULL,NULL,5,8,9,7,6,3,4,10,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:22","2020-01-13 11:18:22"
121,559533,2020-01-11,12:15,1578755700000,"Bombardier British Hopped Amber Beer Handicap",Lingfield,POLYTRACK,"4YO plus",9,"Agent Of Fortune (5/4), Cwynar (4/1), Freedom And Wheat (4/1), Purple Paddy (7/1), Subliminal (9/1), The Grey Goat (14/1), Sadler's Soul (33/1), Golden Nectar (50/1), Sixth Of June (80/1)",5,2.25,10,15,8,5,81,51,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/1,5/4,9/1,14/1,7/1,4/1,80/1,50/1,33/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2782.0 GBP","828.0 GBP","414.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",6,1,8,2,5,7,9,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:23","2020-01-13 11:18:23"
122,559534,2020-01-11,12:50,1578757800000,"Betway Selling Stakes",Lingfield,POLYTRACK,"4YO to 6YO",8,"Dream Magic (4/7), Sassoon (9/4), Dawn Treader (6/1), Clemento (8/1), Hi There Silver (16/1), Phoenix Dawn (20/1), Heaven Up Here (33/1), Supreme Dream (66/1), Chutzpah (80/1)",1.57,7,21,17,34,3.25,67,81,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/7,6/1,20/1,16/1,33/1,9/4,66/1,80/1,8/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2782.0 GBP","828.0 GBP","414.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",1,3,5,2,8,7,9,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:23","2020-01-13 11:18:23"
123,559535,2020-01-11,13:25,1578759900000,"Betway Handicap",Lingfield,POLYTRACK,"4YO plus",7,"Total Commitment (5/2), Fizzy Feet (3/1), Lady Dancealot (10/3), Typhoon Ten (11/2), Count Otto (8/1), Second Collection (14/1), Charming Kid (25/1)",4,3.5,6.5,4.33,9,15,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3/1,5/2,11/2,10/3,8/1,14/1,25/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7246.0 GBP","2169.0 GBP","1084.0 GBP","543.0 GBP","270.0 GBP",NULL,NULL,NULL,6,2,3,1,5,7,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:24","2020-01-13 11:18:24"
124,559536,2020-01-11,14:00,1578762000000,"Bombardier Golden Beer Handicap",Lingfield,POLYTRACK,"4YO plus",5,"Red Mist (5/4), Silent Attack (7/2), Goring (7/2), Stay Classy (11/2), Ultimate Avenue (14/1)",4.5,4.5,15,6.5,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/2,7/2,14/1,11/2,5/4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11972.0 GBP","3583.0 GBP","1792.0 GBP","897.0 GBP","446.0 GBP",NULL,NULL,NULL,2,3,5,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:24","2020-01-13 11:18:24"
125,559537,2020-01-11,14:35,1578764100000,"Ladbrokes Home Of The Odds Boost Fillies' Handicap",Lingfield,POLYTRACK,"4YO plus",9,"Perfect Grace (9/4), Caen Na Coille (5/1), Shaffire (11/2), J'ouvert (6/1), Lady Alavesa (6/1), Carnival Rose (8/1), Here's Two (10/1), Marmalade Day (16/1), Chiavari (20/1)",9,6.5,3.25,7,21,7,6,11,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8/1,11/2,9/4,6/1,20/1,6/1,5/1,10/1,16/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3429.0 GBP","1020.0 GBP","510.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",2,9,8,6,7,4,1,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:25","2020-01-13 11:18:25"
126,559538,2020-01-11,15:10,1578766200000,"Ladbrokes Where The Nation Plays Fillies' Novice Stakes",Lingfield,POLYTRACK,"3YO plus",11,"Mrs Upjohn (11/8), True Scarlet (9/2), Believe In Love (11/2), Bustaan (7/1), Surround (7/1), Bruisa (12/1), Lady Tati (16/1), Vischio (33/1), Auditoria (33/1), Windy Cove (50/1), Cath The Great (66/1), Coconut Sugar (100/1)",2.38,5.5,8,13,34,6.5,8,51,34,17,67,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/8,9/2,7/1,12/1,33/1,11/2,7/1,50/1,33/1,16/1,66/1,100/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3429.0 GBP","1020.0 GBP","510.0 GBP","255.0 GBP",NULL,NULL,NULL,NULL,8,10,1,4,11,3,9,12,2,7,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:25","2020-01-13 11:18:25"
127,559539,2020-01-11,15:40,1578768000000,"Bombardier 'March To Your Own Drum' Handicap",Lingfield,POLYTRACK,"4YO plus",13,"Holiday Magic (3/1), First Link (7/2), Violet's Lads (7/1), The Groove (8/1), Gottardo (8/1), Fortissimo (10/1), Kraka (10/1), Mr Mac (12/1), Hieronymus (20/1), Fuwairt (25/1), Napping (50/1), Free Gift (50/1), Wilson (66/1)",4,8,9,11,9,13,4.5,11,67,51,26,21,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3/1,7/1,8/1,10/1,8/1,12/1,7/2,10/1,66/1,50/1,25/1,20/1,50/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2782.0 GBP","828.0 GBP","414.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP","300.0 GBP",4,8,9,13,5,10,3,6,7,12,1,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:26","2020-01-13 11:18:26"
128,559519,2020-01-11,16:15,1578770100000,"Bet toteplacepot At totesport.com Novice Stakes","Chelmsford City",POLYTRACK,"3YO plus",8,"It'smabirthday (11/8), Endowment (3/1), Rodin (7/2), Full Speight (7/1), Up To Speed (12/1), Sweet Talked (28/1), Dress Circle (40/1), Diamonds Dream (100/1)",4,4.5,2.38,29,13,8,41,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3/1,7/2,11/8,28/1,12/1,7/1,40/1,100/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4948.0 GBP","1472.0 GBP","736.0 GBP","368.0 GBP",NULL,NULL,NULL,NULL,6,3,1,7,8,2,5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:26","2020-01-13 11:18:26"
129,559520,2020-01-11,16:45,1578771900000,"Bet toteexacta At totesport.com Handicap","Chelmsford City",POLYTRACK,"4YO plus",6,"Asdaa (6/4), Visionara (4/1), Swift Approval (4/1), Harbour Vision (5/1), Soar Above (9/1), Kodiac Pride (16/1)",2.5,5,6,10,5,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6/4,4/1,5/1,9/1,4/1,16/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5434.0 GBP","1617.0 GBP","808.0 GBP","404.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",1,3,6,5,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:27","2020-01-13 11:18:27"
130,559521,2020-01-11,17:15,1578773700000,"Bet totequadpot At totesport.com Selling Stakes","Chelmsford City",POLYTRACK,"3YO only",5,"Xian Express (4/11), Settima Luna (5/1), Birkie Queen (7/1), Depardieu (10/1), Schumli (11/1), Dark Side Division (14/1), Mayflower Lady (20/1)",1.36,12,8,11,15,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/11,11/1,7/1,10/1,14/1,5/1,20/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2846.0 GBP","847.0 GBP","423.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",1,4,5,3,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:27","2020-01-13 11:18:27"
131,559522,2020-01-11,17:45,1578775500000,"Bet totetrifecta At totesport.com Handicap","Chelmsford City",POLYTRACK,"4YO plus",6,"Almufti (3/1), Merchant Of Venice (10/3), Glenn Coco (4/1), Swiss Cheer (4/1), Rangali Island (5/1), Samphire Coast (11/1)",6,5,5,4.33,4,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/1,4/1,4/1,10/3,3/1,11/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5434.0 GBP","1617.0 GBP","808.0 GBP","404.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",5,2,6,3,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:28","2020-01-13 11:18:28"
132,559523,2020-01-11,18:15,1578777300000,"Bet toteswinger At totesport.com Handicap","Chelmsford City",POLYTRACK,"4YO plus",8,"Lucky's Dream (15/8), Rotherwick (7/2), Affluence (9/2), Wimpole Hall (5/1), Royal Big Night (7/1), Reponse Exacte (7/1), Philamundo (8/1), Abel Tasman (16/1), Motawaafeq (20/1)",2.88,21,9,8,6,5.5,8,17,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/8,20/1,8/1,7/1,5/1,9/2,7/1,16/1,7/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4916.0 GBP","1463.0 GBP","731.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",8,2,5,3,1,7,6,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:28","2020-01-13 11:18:28"
133,559524,2020-01-11,18:45,1578779100000,"Bet totescoop6 At totesport.com Classified Stakes","Chelmsford City",POLYTRACK,"4YO plus",12,"Tebay (7/2), Kerrera (7/2), Capricorn Prince (7/2), Cat Royale (4/1), Molten Lava (12/1), Muzaawel (14/1), Tilsworth Lukey (14/1), Louisiana Beat (20/1), Anything For You (20/1), Windsorlot (25/1), Candesta (50/1), Hurricane Heidi (66/1)",4.5,5,4.5,4.5,21,26,13,15,15,51,21,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/2,4/1,7/2,7/2,20/1,25/1,12/1,14/1,14/1,50/1,20/1,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2846.0 GBP","847.0 GBP","423.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",7,2,4,1,12,9,5,6,8,3,10,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:29","2020-01-13 11:18:29"
134,559525,2020-01-11,19:15,1578780900000,"Book Tickets At chelmsfordcityracecourse.com Classified Stakes","Chelmsford City",POLYTRACK,"4YO plus",10,"Tilsworth Rose (4/1), Sarsaparilla Kit (4/1), Valley Belle (9/2), Deeds Not Words (6/1), Poppy May (6/1), Sagittarian Wind (8/1), Kyllukey (12/1), Brother Bentley (12/1), Waneen (16/1), Alba Del Sole (20/1), Wild Flower (20/1), Spenny's Lass (25/1), Mocead Cappall (66/1)",7,5,9,21,5.5,5,13,17,7,67,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6/1,4/1,8/1,20/1,9/2,4/1,12/1,16/1,6/1,66/1,20/1,25/1,12/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2846.0 GBP","847.0 GBP","423.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP","400.0 GBP",3,10,7,1,11,8,4,12,6,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:29","2020-01-13 11:18:29"
135,559685,2020-01-11,12:25,1578756300000,"ITM Stallion Trail Hurdle",Fairyhouse,TURF,"4YO only",6,"Wolf Prince (9/10), Gealach (9/4), Aramax (6/1), Takarengo (9/1), Hammersmith (33/1), Dear Miriam (100/1)",1.9,34,7,3.25,10,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/10,33/1,6/1,9/4,9/1,100/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12000.0 EUR","4000.0 EUR","2000.0 EUR","1000.0 EUR","601.0 EUR","400.0 EUR",NULL,NULL,3,4,1,2,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:30","2020-01-13 11:18:30"
136,559689,2020-01-11,13:00,1578758400000,"Book Easter Festival Tickets Online At fairyhouse.ie Mares Maiden Hurdle",Fairyhouse,TURF,"5YO plus",19,"Jazzaway (9/10), Strange Notions (5/2), Flying Risk (6/1), Gracefull Grace (16/1), Bold Pearl (20/1), Galaxy Girl (25/1), Good To Be Back (25/1), Kopon (33/1), Jasper Bear (50/1), Fowlplay (50/1), Best Intentions (50/1), Mal De Mer (66/1), The Girl That Sang (66/1), Royal Mahler (66/1), Mary Of De Sorrows (66/1), Lady Lingo (100/1), Stowaway Lass (100/1), All Class (100/1), Trixie Mc (100/1)",1.9,3.5,7,21,101,67,51,67,34,17,101,101,26,67,67,51,26,0,0,NULL,NULL,9/10,5/2,6/1,20/1,100/1,66/1,50/1,66/1,33/1,16/1,100/1,100/1,25/1,66/1,66/1,50/1,25/1,100/1,50/1,NULL,NULL,"7800.0 EUR","2600.0 EUR","1300.0 EUR","650.0 EUR","390.0 EUR","260.0 EUR",NULL,NULL,16,7,12,11,18,4,3,8,17,15,6,10,14,5,19,13,2,0,0,NULL,NULL,"2020-01-13 11:18:30","2020-01-13 11:18:30"
137,559691,2020-01-11,13:35,1578760500000,"Fairyhouse Members 2020 Handicap Hurdle",Fairyhouse,TURF,"4YO plus",9,"Thunder Down Under (5/2), Mister Eddman (3/1), Spider Web (9/2), Alohamora (5/1), Miracle In Medinah (7/1), Dromore Lad (9/1), Fit To Be Tied (10/1), Killer Miller (10/1), Forever Gold (14/1), Beyond The Law (20/1)",6,3.5,5.5,10,11,21,8,11,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/1,5/2,9/2,9/1,10/1,20/1,7/1,10/1,14/1,3/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10800.0 EUR","3600.0 EUR","1800.0 EUR","900.0 EUR","539.0 EUR","360.0 EUR",NULL,NULL,10,8,9,3,5,2,7,1,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:31","2020-01-13 11:18:31"
138,558158,2020-01-11,14:10,1578762600000,"Dan & Joan Moore Memorial Handicap Chase (Grade A)",Fairyhouse,TURF,"4YO plus",14,"Blazer (9/2), Articulum (5/1), R'evelyn Pleasure (6/1), Arvico Bleu (8/1), Kildorrery (9/1), Charlie Stout (10/1), Us And Them (10/1), Avenir D'Une Vie (12/1), Ornua (12/1), Powersbomb (14/1), Duca De Thaix (16/1), Doctor Phoenix (16/1), Ice Cold Soul (20/1), Rock The World (25/1), Vaniteux (25/1), Goulane Chosen (28/1)",11,13,29,10,5.5,15,9,11,17,7,13,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10/1,12/1,28/1,9/1,9/2,14/1,8/1,10/1,16/1,6/1,12/1,25/1,20/1,25/1,16/1,5/1,NULL,NULL,NULL,NULL,NULL,"60000.0 EUR","20000.0 EUR","10000.0 EUR","4999.0 EUR","3000.0 EUR","2000.0 EUR",NULL,NULL,15,6,5,10,8,11,9,3,2,13,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:18:31","2020-01-13 11:18:31"
